Name,Volatility
SBIN,21.19098897565565
AXISBANK,23.518950787821016
TATASTEEL,13.11295773588827
AUROPHARMA,22.115188849542868
LT,17.1843413950412
RELIANCE,8.776788406490397
TATAMOTORS,9.427542928706371
RELCAPITAL,21.208514961493833
JINDALSTEL,55.91985933107709
SUNPHARMA,11.675745354452562
DLF,17.601551267005476
YESBANK,8.746786621269997
ITC,7.492501455292456
