"2013-01-01","3.361664791342152","27.62"
"2013-04-01","3.4905592485344608","28.61"
"2013-07-01","3.6841994603894626","34.36"
"2013-10-01","3.7142355844647144","33.58"
"2014-01-01","3.7844997071560535","37.16"
"2014-04-01","3.996621775672221","41.42"
"2014-07-01","3.427163206744692","41.87"
"2014-10-01","3.801982595363877","45.9"
"2015-01-01","3.7177551318548443","46.76"
"2015-04-01","3.237656985386774","40.72"
"2015-07-01","2.9864804982913387","44.445"
"2015-10-01","3.032302025333853","44.61"
"2016-01-01","3.4531457355787936","54.8"
"2016-04-01","3.268595889976749","55.57"
"2016-07-01","2.7035380351186955","51.16"
"2016-10-01","2.689772973117617","57.42"
"2017-01-01","2.5035674668472927","62.58"
"2017-04-01","2.6793407547866557","65.55"
"2017-07-01","2.7159508058910222","68.17"
"2017-10-01","3.0281782735982916","74.61"
