"2013-01-01","14.357605618166263","723.25"
"2013-04-01","16.750644477148054","801.19"
"2013-07-01","17.62814859505663","887.88"
"2013-10-01","17.791511320129853","887.004"
"2014-01-01","11.145599116675205","1113.12"
"2014-04-01","20.109380638790963","1134.89"
"2014-07-01","10.950870582797446","591.49"
"2014-10-01","6.120663392943805","579.63"
"2015-01-01","10.283097085426911","529.55"
"2015-04-01","10.861740543162211","549.49"
"2015-07-01","9.941234945668903","543.3"
"2015-10-01","11.122747207990795","642.0"
"2016-01-01","13.606504422626985","759.44"
"2016-04-01","13.906790443273147","769.67"
"2016-07-01","12.862173590682763","710.25"
"2016-10-01","14.801569236006923","800.38"
"2017-01-01","13.488746619049493","808.01"
"2017-04-01","14.650010084514108","856.75"
"2017-07-01","14.664237816346406","919.46"
"2017-10-01","14.452918885662024","967.47"
