"2013-01-01","1.5909908426538562","549.03"
"2013-04-01","1.530494602472225","428.91"
"2013-07-01","21.3775188337917","409.22"
"2013-10-01","23.855527238877837","487.96"
"2014-01-01","23.54202785266535","553.13"
"2014-04-01","24.38578572532124","541.65"
"2014-07-01","4.349900301205512","93.52"
"2014-10-01","3.9743800677026924","99.18"
"2015-01-01","4.060012953588566","109.33"
"2015-04-01","4.303860048527166","124.25"
"2015-07-01","3.862028356853385","126.6"
"2015-10-01","3.1615838292485474","109.58"
"2016-01-01","3.2175452157460716","105.35"
"2016-04-01","2.8718371660039033","109.99"
"2016-07-01","2.494184729259884","95.89"
"2016-10-01","2.7169069468225326","112.52"
"2017-01-01","2.8328446797081623","116.15"
"2017-04-01","3.090691017451046","143.7"
"2017-07-01","2.874729842472862","143.5"
"2017-10-01","2.7310362011176568","153.81"
